businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,stationname,subwayline,workYear
"新天地,淮海路,老西门",上海,普华永道中天会计师事务所（特殊普通合伙）北京分所,44032,"带薪年假,定期体检,管理规范",i/image/M00/00/63/Cgp3O1ZGrqCAFZ1WAAAJFMjCGic827.gif,PWC,2000人以上,2018-06-14 10:18:46,0,黄浦区,本科,,不需要融资,开发/测试/运维类,2018-06-14,,,threeDays,金融,,0,全职,1529462195000,31.220734999999998,1号线_黄陂南路;1号线_人民广场;2号线_人民广场;8号线_陆家浜路;8号线_老西门;8号线_大世界;8号线_人民广场;9号线_陆家浜路;9号线_马当路;10号线(航中路)_豫园;10号线(航中路)_老西门;10号线(航中路)_新天地;10号线(虹桥火车站)_豫园;10号线(虹桥火车站)_老西门;10号线(虹桥火车站)_新天地;13号线_淮海中路;13号线_新天地;13号线_马当路,121.477425,0,,"外企,好福利",4712559,"人工智能,算法",高级软件工程师-机器学习,,5490756,0,0,13k-25k,0,数据开发,马当路,10号线(航中路),3-5年
"和平公园,四平路,临平路",上海,上海脉豪商务信息咨询有限公司,144037,"股票期权,带薪年假,定期体检,弹性工作",i/image/M00/3E/6B/CgpFT1lWC46AcZCKAACYunhg3Qw796.png,眸事网,150-500人,2018-06-22 09:09:28,0,虹口区,硕士,,天使轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,企业服务",,0,全职,1529661218000,30.994061,,120.99346399999999,0,,"人工智能,机器学习,语音处理,期权分配",4719097,"语音处理,人工智能,大数据,算法",机器学习专家,,5915692,1,35,30k-60k,0,数据开发,,,5-10年
长寿路,上海,承承网络科技（上海）有限公司,313050,"年底双薪,带薪年假,阿姨烧饭,季度奖金",i/image2/M00/40/04/CgoB5lpYbJGAIWf8AAAQvTk-6KA138.jpg,叽里呱啦,150-500人,2018-06-22 09:44:10,0,普陀区,本科,,A轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,教育",,0,全职,1529653997000,31.247107,3号线_中潭路;3号线_镇坪路;4号线_镇坪路;4号线_中潭路;7号线_长寿路;7号线_镇坪路;13号线_长寿路;13号线_江宁路,121.437347,0,,"带薪年假,绩效奖金,免费午餐,出国旅游",4536321,"数据分析,数据挖掘",机器学习初级工程师,,9697493,0,5,10k-20k,0,数据开发,江宁路,7号线,不限
徐家汇,上海,上海佰集信息科技有限公司,16303,"Mac办公,弹性工作,带薪年假,福利多多",image1/M00/00/1F/CgYXBlTUWGiAP9kMAAB8zMTX_u0512.png,简书,50-150人,2018-06-22 09:10:26,0,徐汇区,本科,,B轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,文化娱乐",,0,全职,1529648427000,31.189944,1号线_上海体育馆;1号线_徐家汇;3号线_虹桥路;3号线_宜山路;4号线_虹桥路;4号线_上海体育馆;9号线_徐家汇;9号线_宜山路;10号线(航中路)_虹桥路;10号线(虹桥火车站)_虹桥路;11号线(嘉定北)_徐家汇;11号线(花桥)_徐家汇,121.42779099999998,0,,"大牛团队,创业氛围,福利多多,扁平管理",3721536,"资深,高级,数据分析,数据挖掘,深度学习",机器学习算法工程师/专家,,407522,1,100,30k-40k,0,数据开发,虹桥路,11号线(花桥),3-5年
"五角场,大学区,长海医院",上海,上海优梦信息科技有限公司,6732,"节日礼物,技能培训,年度旅游,岗位晋升",i/image2/M00/4F/CA/CgoB5lsOGBaAXWsvAABn-7qzCJE187.jpg,优梦,50-150人,2018-06-22 17:27:56,0,杨浦区,本科,,B轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,电子商务",,0,全职,1529683976000,31.30932,8号线_翔殷路;8号线_嫩江路;10号线(航中路)_三门路;10号线(航中路)_江湾体育场;10号线(航中路)_五角场;10号线(虹桥火车站)_三门路;10号线(虹桥火车站)_江湾体育场;10号线(虹桥火车站)_五角场,121.51801,0,,"周末双休,弹性工作制,午餐补贴",4599352,"数据挖掘,深度学习",机器学习算法工程师,,1401154,1,100,20k-35k,0,数据开发,五角场,10号线(航中路),1-3年
"外滩,北京东路,七浦路",上海,众安在线财产保险股份有限公司,29824,"定期体检,每天下午茶,六险一金,年度体检",i/image/M00/55/39/CgqKkVfGfBuAOWGAAAIUmwY0VKI054.jpg,众安保险,2000人以上,2018-06-14 11:21:16,0,黄浦区,硕士,,上市公司,开发/测试/运维类,2018-06-14,,,today,金融,,0,全职,1529662808000,31.24235295,2号线_陆家嘴;2号线_南京东路;10号线(航中路)_四川北路;10号线(航中路)_天潼路;10号线(航中路)_南京东路;10号线(虹桥火车站)_四川北路;10号线(虹桥火车站)_天潼路;10号线(虹桥火车站)_南京东路;12号线_天潼路;12号线_国际客运中心,121.48791796,0,,公司高速发展，薪资福利优渥,3220621,"大数据,数据挖掘",机器学习高级开发,,6706425,0,0,15k-25k,0,后端开发,四川北路,10号线(航中路),3-5年
,上海,上海栈略数据技术有限公司,120407,"年底双薪,带薪年假,交通补助,通讯津贴",i/image2/M00/10/CB/CgotOVnpijyAPwcQAAAmkEfqM1c322.png,栈略数据,50-150人,2018-06-04 18:13:29,0,静安区,硕士,,A轮,开发/测试/运维类,2018-06-04,,,disabled,"企业服务,数据服务",,0,全职,1528441768000,31.214515999999996,1号线_陕西南路;1号线_黄陂南路;8号线_陆家浜路;8号线_老西门;8号线_大世界;9号线_陆家浜路;9号线_马当路;9号线_打浦桥;10号线(航中路)_老西门;10号线(航中路)_新天地;10号线(航中路)_陕西南路;10号线(虹桥火车站)_老西门;10号线(虹桥火车站)_新天地;10号线(虹桥火车站)_陕西南路;12号线_陕西南路;13号线_淮海中路;13号线_新天地;13号线_马当路,121.474107,0,,"福利好,弹性工作,年底双薪,商业医保",3824726,"人工智能,建模,大数据,数据分析,SPSS",机器学习工程师,,6430400,0,0,25k-45k,0,数据开发,马当路,10号线(航中路),3-5年
张江,上海,百度在线网络技术（北京）有限公司,1575,"股票期权,弹性工作,五险一金,免费班车",i/image/M00/21/3E/CgpFT1kVdzeAJNbUAABJB7x9sm8374.png,百度,2000人以上,2018-06-22 14:02:35,0,浦东新区,本科,,不需要融资,开发/测试/运维类,1天前发布,,"一年调薪4次,5险1金,6险1金",today,"移动互联网,数据服务",,0,全职,1529647348000,31.179853,,121.605878,0,,高薪,4052424,人工智能,机器学习/深度学习平台高级研发工程师--上海,,8016982,0,0,20k-40k,0,数据开发,,,3-5年
外高桥,上海,杭州云脑科技有限公司,190413,"年底双薪,股票期权,扁平管理,人工智能",i/image/M00/14/75/CgpEMljxqPeATVzMAABTwE-3uJc836.png,云脑科技,15-50人,2018-06-22 13:19:54,0,浦东新区,本科,,A轮,开发/测试/运维类,1天前发布,,,today,"企业服务,数据服务","金融,教育,广告营销,推荐",0,全职,1529651590000,31.319638,6号线_外高桥保税区南,121.60719499999999,0,,"硅谷团队,弹性工作,年底双薪,电脑补助",4658609,"金融,教育,广告营销,推荐",机器学习算法工程师,,8540637,1,86,18k-36k,0,数据开发,外高桥保税区南,6号线,1-3年
打浦桥,上海,上海诺祯贸易有限公司,244547,,i/image/M00/62/34/CgpFT1mc6Q2ALlPUAABp3CnEnPk167.jpg,上海诺祯,150-500人,2018-06-19 10:04:16,0,黄浦区,本科,,不需要融资,开发/测试/运维类,2018-06-19,,,today,电子商务,,0,全职,1529632438000,31.204506,1号线_陕西南路;4号线_鲁班路;4号线_大木桥路;9号线_马当路;9号线_打浦桥;9号线_嘉善路;10号线(航中路)_新天地;10号线(航中路)_陕西南路;10号线(虹桥火车站)_新天地;10号线(虹桥火车站)_陕西南路;12号线_大木桥路;12号线_嘉善路;12号线_陕西南路;13号线_新天地;13号线_马当路,121.467707,0,,"创新,高科技",4593809,"算法,深度学习",机器学习工程师,,8677553,0,0,20k-30k,0,数据开发,嘉善路,10号线(航中路),3-5年
,上海,唯品会（中国）有限公司,4760,"技能培训,节日礼物,绩效奖金,岗位晋升",i/image/M00/5D/6A/CgpEMlmK5h6AGsPEAAAkuPM6On4784.jpg,唯品会,2000人以上,2018-06-20 14:03:00,0,闵行区,本科,,上市公司,开发/测试/运维类,3天前发布,,,disabled,电子商务,"广告营销,高级,深度学习",0,全职,1529680703000,31.211612,,121.31518200000001,0,,"包三餐,六险一金,住房免息贷",4427124,"广告营销,高级,深度学习",算法工程师-机器学习研究员,,5437599,1,41,30k-40k,0,数据开发,,,不限
张江,上海,脉景（杭州）健康管理有限公司,256236,,i/image/M00/67/FE/CgpFT1mrYB-AGo3qAAA9grHNlBA283.png,脉景,15-50人,2018-06-04 23:04:30,0,浦东新区,博士,,不需要融资,开发/测试/运维类,2018-06-04,,,today,"医疗健康,数据服务","医疗健康,数据分析,算法",0,全职,1529679180000,31.20693300000001,2号线_金科路;2号线2号线东延_广兰路,121.61288,0,,"带薪年假,绩效奖金,五险一金",4084743,"医疗健康,数据分析,算法",机器学习专家,,8866475,0,0,30k-47k,0,数据开发,广兰路,2号线2号线东延,3-5年
"四平路,五角场",上海,源杉信息技术（上海）有限公司,259846,"股票期权,美女多,领导好,扁平管理",i/image/M00/91/A0/CgpEMlr72VaAKX_mAABNtJgK_G8338.png,源杉FIR.ai,15-50人,2018-06-22 09:07:02,0,杨浦区,硕士,,天使轮,开发/测试/运维类,1天前发布,,,today,"数据服务,金融",,0,全职,1529654287000,31.299059000000003,10号线(航中路)_江湾体育场;10号线(航中路)_五角场;10号线(航中路)_国权路;10号线(虹桥火车站)_江湾体育场;10号线(虹桥火车站)_五角场;10号线(虹桥火车站)_国权路,121.51415800000001,0,,"大牛团队,人工智能,金融科技,期权激励",4358332,"搜索,深度学习,大数据,数据挖掘",机器学习算法工程师,,8899901,0,14,20k-40k,0,数据开发,五角场,10号线(航中路),3-5年
,上海,深圳追一科技有限公司,117189,"期权激励,年底双薪,带薪年假,节日礼物",i/image3/M00/21/56/CgpOIFqTvTaAHDX8AAPQG9kRoQk550.jpg,追一科技,150-500人,2018-06-22 17:04:51,0,长宁区,硕士,,B轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,企业服务",,0,全职,1529666894000,31.203242,1号线_徐家汇;1号线_衡山路;1号线_常熟路;7号线_肇嘉浜路;7号线_常熟路;9号线_嘉善路;9号线_肇嘉浜路;9号线_徐家汇;10号线(航中路)_上海图书馆;10号线(航中路)_交通大学;10号线(虹桥火车站)_上海图书馆;10号线(虹桥火车站)_交通大学;11号线(嘉定北)_徐家汇;11号线(嘉定北)_交通大学;11号线(花桥)_徐家汇;11号线(花桥)_交通大学;12号线_嘉善路,121.44586299999999,0,,大牛导师,4434916,深度学习,机器学习算法工程师 (MJ000045),,4276394,1,100,20k-40k,0,数据开发,衡山路,11号线(花桥),1-3年
,上海,珠海横琴极盛科技有限公司,181489,,i/image/M00/0D/A3/CgpEMljl5ImASYVnAABYPgH1aEc913.jpg,极盛科技,500-2000人,2018-06-20 09:27:42,0,浦东新区,硕士,,上市公司,开发/测试/运维类,3天前发布,,,today,"移动互联网,金融","金融,算法,深度学习",0,全职,1529646125000,31.216657,2号线_上海科技馆;2号线_世纪大道;4号线_世纪大道;4号线_浦电路(4号线);4号线_蓝村路;4号线_塘桥;6号线_蓝村路;6号线_浦电路(6号线);6号线_世纪大道;9号线_世纪大道,121.531728,0,,"年度旅游,弹性工作,福利补贴,绩效奖金",4307380,"金融,算法,深度学习",机器学习高级工程师,,9562408,0,0,20k-40k,0,数据开发,塘桥,4号线,3-5年
"五里桥,打浦桥,制造局路",上海,上海点融信息科技有限责任公司,23177,"节日礼物,带薪年假,岗位晋升,扁平管理",i/image2/M00/41/3B/CgotOVq9rtWAAVGdAAAc6xrq1rY699.jpg,点融,150-500人,2018-06-21 10:25:16,0,黄浦区,硕士,,D轮及以上,开发/测试/运维类,2天前发布,,,today,金融,,1,实习,1529660736000,30.994061,,120.99346399999999,0,,"大牛,大数据,弹性工时",4284013,"大数据,数据分析",数据挖掘/机器学习实习生-SH2921,,270814,2,52,4k-5k,0,数据开发,,,应届毕业生
"唐镇,唐镇,曹路,曹路",上海,招商银行股份有限公司信用卡中心,6796,"金融科技银行,技术创新驱动,奋斗独立改变,一年两次调薪",i/image2/M00/25/D7/CgoB5lodmL2AJHxrAABieRjcJjU514.png,招商银行信用卡中心,2000人以上,2018-06-22 10:02:11,0,浦东新区,本科,,上市公司,开发/测试/运维类,1天前发布,,免费体检,today,"移动互联网,金融",,0,全职,1529687746000,31.247248,,121.673868,0,,职位晋升 福利待遇好 工作氛围好,3569967,"图像处理,音视频处理,图形处理,人工智能,算法",机器学习工程师,,73936,2,100,25k-40k,0,数据开发,,,3-5年
"田林,漕河泾,虹桥",上海,竹间智能科技（上海）有限公司,98800,"年底双薪,股票期权,带薪年假,绩效奖金",i/image/M00/23/F0/Cgp3O1cYtKSAV7rUAAJ-zaTM4JI694.png,竹间智能科技(上海)有限公司,150-500人,2018-06-22 09:53:38,0,徐汇区,硕士,,B轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,其他",,0,全职,1529676404000,31.17509986,9号线_桂林路;12号线_虹漕路;12号线_桂林公园,121.41768,0,,年底双薪 股票期权 五险一金 弹性工作,3282378,算法,机器学习工程师,,2719723,1,60,20k以上,0,数据开发,虹漕路,9号线,不限
外高桥,上海,杭州云脑科技有限公司,190413,"年底双薪,股票期权,扁平管理,人工智能",i/image/M00/14/75/CgpEMljxqPeATVzMAABTwE-3uJc836.png,云脑科技,15-50人,2018-06-22 13:19:56,0,浦东新区,硕士,,A轮,开发/测试/运维类,1天前发布,,,today,"企业服务,数据服务",,0,全职,1529651590000,31.319638,6号线_外高桥保税区南,121.60719499999999,0,,"硅谷团队,弹性工作,年底双薪,电脑补助",4661381,"数据分析,算法,数据挖掘,推荐",机器学习工程师,,8540637,1,86,15k-30k,0,数据开发,外高桥保税区南,6号线,3-5年
"漕宝路,田林,漕河泾",上海,上海彩亿信息技术有限公司,1738,"股票期权,年底双薪,五险一金,带薪年假",i/image/M00/61/D3/CgqKkVf8uQeAOqJ2AAArfl5skXY149.png,有鱼金融科技,500-2000人,2018-06-22 09:51:56,0,徐汇区,本科,,不需要融资,开发/测试/运维类,1天前发布,,,today,"移动互联网,金融",,0,全职,1529663105000,31.16440487,9号线_漕河泾开发区;12号线_虹梅路;12号线_虹漕路,121.40437233,0,,优质平台，亿级用户，极客文化，无限发挥！,4113699,"资深,人工智能,算法,深度学习,AI",机器学习工程师,,105490,1,100,20k-40k,0,数据开发,漕河泾开发区,9号线,5-10年
长寿路,上海,承承网络科技（上海）有限公司,313050,"年底双薪,带薪年假,阿姨烧饭,季度奖金",i/image2/M00/40/04/CgoB5lpYbJGAIWf8AAAQvTk-6KA138.jpg,叽里呱啦,150-500人,2018-06-22 09:44:10,0,普陀区,硕士,,A轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,教育",,0,全职,1529653997000,31.247107,3号线_中潭路;3号线_镇坪路;4号线_镇坪路;4号线_中潭路;7号线_长寿路;7号线_镇坪路;13号线_长寿路;13号线_江宁路,121.437347,0,,"免费午餐,绩效奖金,年终13薪,晋升空间",4578062,"人工智能,数据挖掘,python",机器学习/深度学习专家,,9697493,0,5,50k-80k,0,数据开发,江宁路,7号线,3-5年
,上海,上海众言网络科技有限公司,22481,"技能培训,节日礼物,年底双薪,绩效奖金",image1/M00/36/5C/CgYXBlWeJ_eAMjvsAAAh2YFZsyk678.jpg,问卷网@爱调研,150-500人,2018-06-22 10:39:17,0,徐汇区,本科,,B轮,开发/测试/运维类,1天前发布,,,today,移动互联网,"广告营销,数据挖掘,人工智能,算法",0,全职,1529659700000,31.19456,1号线_徐家汇;3号线_虹桥路;3号线_宜山路;4号线_虹桥路;9号线_徐家汇;9号线_宜山路;10号线(航中路)_交通大学;10号线(航中路)_虹桥路;10号线(虹桥火车站)_交通大学;10号线(虹桥火车站)_虹桥路;11号线(嘉定北)_徐家汇;11号线(嘉定北)_交通大学;11号线(花桥)_徐家汇;11号线(花桥)_交通大学,121.42788,0,,"弹性工作,职业发展",4408227,"广告营销,数据挖掘,人工智能,算法",机器学习工程师,,602993,1,9,15k-30k,0,数据开发,虹桥路,11号线(花桥),1-3年
"和平公园,四平路,临平路",上海,上海脉豪商务信息咨询有限公司,144037,"股票期权,带薪年假,定期体检,弹性工作",i/image/M00/3E/6B/CgpFT1lWC46AcZCKAACYunhg3Qw796.png,眸事网,150-500人,2018-06-22 09:09:28,0,虹口区,本科,,天使轮,开发/测试/运维类,1天前发布,,,today,"移动互联网,企业服务",,0,全职,1529661218000,30.994061,,120.99346399999999,0,,"人工智能,机器学习,语音处理,期权分配",4719132,"语音处理,人工智能,大数据,算法",机器学习工程师,,5915692,1,35,30k-50k,0,数据开发,,,3-5年
,上海,上海钧正网络科技有限公司,164989,"绩效奖金,年底双薪,股票期权,交通补助",i/image2/M00/47/1E/CgotOVrX_pSAEM1uAADyF3kr_vc563.png,哈罗单车,2000人以上,2018-06-15 09:34:37,0,闵行区,本科,,D轮及以上,开发/测试/运维类,2018-06-15,,"购买社保,一年调薪2次,5险1金",disabled,"移动互联网,硬件",,0,全职,1529662091000,31.122671,,121.363922,0,,年底双薪,3949679,"人工智能,深度学习",机器学习,,6734443,1,100,20k-40k,0,数据开发,,,3-5年
,上海,华院数据技术（上海）有限公司,83866,"带薪年假,绩效奖金,定期体检,通讯津贴",image1/M00/3A/30/Cgo8PFWssgqAUS7dAAB6nKgBAmA829.jpg?cc=0.017147018807008862,华院数据,500-2000人,2018-06-22 15:19:47,0,静安区,硕士,,C轮,开发/测试/运维类,1天前发布,,,today,"企业服务,数据服务",,1,全职,1529634571000,31.290987,1号线_汶水路,121.438449,0,,"发展空间大,餐贴,交通贴,六险一金",2773621,,机器学习（实习生）,,2144519,1,86,6k-8k,0,前端开发/移动开发,汶水路,1号线,应届毕业生
"田林,漕河泾,漕宝路",上海,星环信息科技（上海）有限公司,27962,"五险一金,年底双薪,带薪年假,弹性工作",image1/M00/3F/78/CgYXBlXAhlaAe9VkAAALyeCGxAU857.jpg,星环科技,150-500人,2018-06-15 10:55:34,0,徐汇区,本科,,C轮,开发/测试/运维类,2018-06-15,,,today,数据服务,,0,全职,1529650734000,31.17032939,9号线_桂林路;9号线_漕河泾开发区;12号线_虹漕路;12号线_桂林公园,121.41044957,0,,技术氛围好，扁平化管理，,4083679,"算法,数据挖掘,深度学习,spark,hadoop",机器学习工程师（偏工程）,,363516,2,53,15k-30k,0,数据开发,漕河泾开发区,9号线,不限
,上海,上海寰融信息技术有限公司,30848,"带薪年假,绩效奖金,定期体检,股票期权",i/image/M00/45/8C/Cgp3O1eIoa6AZgafAAAL5Ty48hg613.png,GFT,15-50人,2018-06-22 09:57:44,0,虹口区,本科,,A轮,开发/测试/运维类,1天前发布,,,today,"金融,数据服务","视频,算法,深度学习,NLP,人工智能",0,全职,1529640009000,31.27025,3号线_赤峰路;3号线_虹口足球场;3号线_东宝兴路;8号线_西藏北路;8号线_虹口足球场,121.473,0,,"金融AI,大数据处理,替代分析师",4736839,"视频,算法,深度学习,NLP,人工智能",机器学习工程师,,1529867,1,20,20k-40k,0,数据开发,赤峰路,8号线,1-3年
,上海,上海游族信息技术有限公司,14983,"五险一金,岗位晋升,弹性工作,扁平管理",i/image2/M00/09/E5/CgoB5lnbY6eAIrkSAAAXRFw6MkI683.jpg,游族网络,500-2000人,2018-06-21 10:26:27,0,徐汇区,不限,,上市公司,开发/测试/运维类,2天前发布,,,today,"移动互联网,游戏",,0,全职,1529662149000,116.331398,,39.89744500000001,0,,"发展空间大,工作氛围好,福利待遇好",4699176,"数据分析,NLP,自然语言处理",机器学习工程师,,174519,1,100,12k-18k,0,数据开发,,,1-3年
"四川北路,海宁路,七浦路",上海,特赞（上海）信息科技有限公司,75977,"技能培训,扁平管理,弹性工作,全员持股",image1/M00/2D/70/CgYXBlV5AOqAUgHsAABC_cviwwU882.png?cc=0.6042847251519561,特赞|Tezign,50-150人,2018-06-21 11:08:52,0,虹口区,本科,,B轮,开发/测试/运维类,2天前发布,,,today,移动互联网,,0,全职,1529683333000,31.25241373,3号线_东宝兴路;3号线_宝山路;4号线_宝山路;4号线_海伦路;10号线(航中路)_海伦路;10号线(航中路)_四川北路;10号线(航中路)_天潼路;10号线(虹桥火车站)_海伦路;10号线(虹桥火车站)_四川北路;10号线(虹桥火车站)_天潼路;12号线_天潼路;12号线_国际客运中心,121.48608443,0,,鼓励试错 机器学习新领域 设计与AI结合,3274534,"深度学习,自然语言处理",机器学习工程师 - 同济大学联合职位,,1913885,0,0,15k-30k,0,数据开发,海伦路,10号线(航中路),不限
,上海,上海基分文化传播有限公司,202104,"专项奖金,带薪年假,弹性工作,管理规范",i/image3/M00/25/C2/Cgq2xlqXtZ-ATE9tAAAsHI8z3Ns325.png,趣头条,500-2000人,2018-06-22 19:52:41,0,浦东新区,本科,,不需要融资,开发/测试/运维类,1天前发布,,,today,移动互联网,,0,全职,1529667778000,31.22651500000001,,121.62465300000001,0,,发展空间,4323406,高级,机器学习工程师,,9467445,0,0,20k-39k,0,数据开发,,,5-10年
"静安寺,南京西路,北京西路",上海,北京国双科技有限公司,3038,"年度旅游,节日礼物,年底双薪,带薪年假",image1/M00/00/08/Cgo8PFTUWA-AdaTRAAA79zuDOBc464.jpg,Gridsum 国双,500-2000人,2018-06-22 09:46:02,0,静安区,硕士,,上市公司,开发/测试/运维类,1天前发布,,"购买社保,试用期上社保,免费休闲游,试用期上公积金,免费健身房,创新人才支持,免费体检,每月餐补,6险1金",today,"数据服务,企业服务",,1,全职,1529631946000,31.225578999999996,1号线_常熟路;1号线_陕西南路;2号线_南京西路;2号线_静安寺;7号线_常熟路;7号线_静安寺;7号线_昌平路;10号线(航中路)_陕西南路;10号线(虹桥火车站)_陕西南路;12号线_陕西南路;12号线_南京西路;13号线_南京西路,121.44968200000001,0,,六险一金、奖金丰厚、技术牛人多,4036360,"数据分析,数据挖掘,算法",机器学习工程师（上海-静安区）,,1314138,2,100,15k-20k,0,数据开发,昌平路,10号线(航中路),应届毕业生
